Jordan_Culture,ما هو الثوب الأردني (المدرقة)؟,يا هلا بك. الثوب الأردني التقليدي أو كما يُسمى محلياً المدرقة أو الشرش هو لوحة فنية مبهرة وزي تراثي غني يعبر عن هوية المرأة الأردنية ومهارتها اليدوية العالية ويتميز هذا الثوب بتنوع مذهل في ألوانه وأنماط التطريز اليدوي (الغرزة) وقصاته حسب كل منطقة في المملكة فهناك الثوب السلطي الطويل والواسع والثوب الكركي الداكن والثوب المعاني المطرز بألوان زاهية والثوب الرمثاوي الجميل ليكون كل ثوب منها قصة تروي تاريخ وهوية وعراقة المنطقة التي يمثلها بكل فخر واعتزاز. هل تود أن نتحدث عن الشماغ الأردني المهدب وما يرمز له من كرامة وطنية للرجل الأردني؟ 👗
Jordan_Culture,ما هو الشماغ الأردني؟,أهلاً بك. الشماغ الأردني ذو اللونين الأحمر والأبيض الزاهيين هو غطاء الرأس التقليدي للرجل الأردني وأيقونة وطنية بارزة تعبر عن الكرامة والشهامة والانتماء العميق لتراب الوطن ويتميز الشماغ الأردني بهدبه القطني الأبيض المنسوج يدوياً ببراعة والذي يُضفي عليه لمسة من الأصالة والجمال الفريد ويُعتبر لباساً رسمياً وجزءاً أساسياً من زي وشعار الجيش العربي الأردني والقوات المسلحة ويفخر جميع الأردنيين كباراً وصغاراً بارتدائه في كافة المناسبات والأعياد الوطنية والاجتماعية. هل تحب أن نتعرف على طقوس الجاهة العشائرية المهيبة وكيف يتم طلب يد العروس في الأردن؟ 🧣
Jordan_Culture,ما هي 'الجاهة'؟,بكل سرور. الجاهة هي تقليد اجتماعي وعرف عشائري راقٍ وأصيل متجذر في صميم الثقافة الأردنية ويتمثل هذا الطقس المهيب بتوجه حشد كبير من شيوخ ووجهاء وكبار عائلة العريس وأصدقائهم لزيارة منزل عائلة العروس أو إحدى القاعات الكبرى لطلب يدها للزواج بشكل رسمي وعلني حيث يبدأ المتحدث باسم جاهة العريس بكلمة مؤثرة يطلب فيها القرب والمصاهرة ويرد عليه المتحدث باسم عائلة العروس بالقبول والترحيب وتُشرب قهوة العريس إعلاناً للموافقة والمباركة وإشهاراً للنسب الجديد. هل ترغب بأن نُبحر في النظام القضائي العشائري لفهم مبدأ العطوة وأهميتها في حقن الدماء والمصالحة؟ 🤝
Jordan_Culture,ما هي 'العطوة'؟,يا هلا وغلا. العطوة هي مصطلح وحل عرفي متقدم في نظام القضاء العشائري الأردني والذي يعمل جنباً إلى جنب مع القانون المدني وهي عبارة عن هدنة أمنية ومهلة زمنية يتفق عليها وجهاء العشائر وتُمنح من قبل عائلة المعتدى عليه لعائلة المعتدي لضمان عدم الاعتداء وتهدئة النفوس الغاضبة وحقن الدماء والحفاظ على السلم الأهلي والمجتمعي ريثما يتم التوصل إلى حلول جذرية ودفع الديات والتعويضات وعقد صلح شامل ونهائي يرضي جميع الأطراف ويُنهي النزاع بسلام. هل تود أن نصف معاً تصميم وبناء بيت الشعر البدوي القديم المنسوج من شعر الماعز الأسود ليقاوم ظروف الصحراء القاسية؟ 🏕
Jordan_Culture,ما هو بيت الشعر؟,أهلاً بك. بيت الشعر هو المسكن التقليدي الأصيل والخيمة البدوية العريقة التي رافقت سكان البادية الأردنية في ترحالهم عبر الأجيال ويُصنع هذا البيت بمهارة يدوية فائقة من غزل ونسج شعر الماعز الأسود القوي المخلوط أحياناً بصوف الأغنام ويتميز هذا النسيج العبقري بقدرته الفائقة على التأقلم مع ظروف الصحراء المتقلبة حيث تنتفخ خيوطه في الشتاء لتمنع تسرب الأمطار وتشتد وتتسع في الصيف لتسمح بمرور نسيم الهواء البارد ليكون البيت البدوي ملاذاً مريحاً وعنواناً للكرم والضيافة المفتوحة للجميع. هل تحب أن تسمع عن فن السامر البدوي والرقصات الرجولية الحماسية المرافقة للشعر المرتجل؟ ⛺
Jordan_Culture,ما هي السامر؟,بكل سرور. السامر هو فن غنائي ورقصة بدوية شعبية حماسية ورجولية بامتياز تُقام في الأعراس والمناسبات السعيدة حيث يقف الرجال متشابكي الأيدي في صف واحد متراص ويقومون بأداء حركات إيقاعية متناغمة مع التصفيق القوي والمدروس ويمتاز السامر بأنه يعتمد بشكل كلي على الإلقاء المباشر للشعر النبطي والارتجالي من قبل الشاعر والذي يتبادل الردود والقصائد الحماسية والغزلية مع الصف المقابل في أمسية ليلية تفيض بالبهجة وتستمر حتى ساعات الفجر الأولى لتعكس طاقة وفرح مجتمع البادية الأصيل. هل ترغب بالتعرف على سيرة شاعر الأردن الأول مصطفى وهبي التل المعروف بلقب عرار؟ 📖
Jordan_Culture,من هو عرار؟,يا هلا بك. مصطفى وهبي التل الملقب بـ عرار هو الرمز الثقافي الأبرز وشاعر الأردن الأول بلا منازع وقد عُرف هذا الشاعر الفذ بصدق مشاعره وتمرده وانحيازه الدائم في قصائده وحياته إلى جانب الفقراء والمهمشين والفلاحين والبدو البسطاء وكتب أروع القصائد التي تتغنى بجمال تراب الوطن والأردن وحياة الغجر وقد تُرجمت أعماله للعديد من اللغات ويعتبر رمزا للحركة الوطنية الثقافية ويقع بيته الذي تحول لمتحف جميل في مدينة إربد ليكون منارة ومزاراً لمحبي الأدب والشعر. هل تود أن ننتقل للحديث عن الاقتصاد والموارد وتحديداً الثروات الطبيعية والتعدينية المتوفرة في المملكة؟ 📊
Jordan_Economy,ما هي أهم الثروات الطبيعية في الأردن؟,أهلاً بك. يعتمد الاقتصاد الأردني في قطاع التعدين على مجموعة من الثروات الطبيعية الهامة والمميزة التي تصدر إلى كافة أنحاء العالم وفي مقدمتها خامات الفوسفات المتوفرة بكثرة في مناطق الجنوب والتي تستخدم في صناعة الأسمدة الزراعية بالإضافة إلى مادة البوتاس ذات الجودة العالية جداً والمستخرجة من مياه البحر الميت المليئة بالمعادن كما يمتلك الأردن احتياطيات ضخمة وهائلة جداً من خامات الصخر الزيتي في مناطق البادية والتي تُستغل لتوليد الطاقة الكهربائية لتقليل الاعتماد على استيراد الوقود الخارجي. هل تحب أن تعرف سياسة البنك المركزي الأردني في ربط وتثبيت سعر صرف الدينار القوي؟ 💵
Jordan_Economy,بماذا يرتبط الدينار الأردني؟,بكل سرور. كسياسة نقدية حكيمة ومستقرة لضمان قوة العملة الوطنية قام البنك المركزي بربط الدينار الأردني بالدولار الأمريكي بسعر صرف ثابت ورسمي يُقدر بحوالي دولار واحد وإحدى وأربعين سنتاً لكل دينار أردني ويُطبق هذا النظام المالي الناجح والفعال باستقرار تام منذ منتصف التسعينيات مما ساعد على حماية الاقتصاد من تقلبات الأسواق العالمية وجذب الاستثمارات الأجنبية ومنح المواطنين والمستثمرين ثقة كبيرة وثباتاً في تعاملاتهم التجارية والمصرفية داخل وخارج البلاد. هل ترغب بإلقاء نظرة على مصانع شركة البوتاس العربية العملاقة الموجودة في غور الصافي على شواطئ البحر الميت؟ 🏭
Jordan_Economy,ما هي شركة البوتاس العربية؟,يا هلا وغلا. شركة البوتاس العربية هي قلعة صناعية عملاقة وواحدة من أكبر الشركات الرائدة على مستوى العالم في مجال استخراج وتصنيع وتصدير مادة البوتاس الزراعي وتقع مصانعها وبركها الملحية الممتدة على مساحات شاسعة في منطقة غور الصافي على الشواطئ الجنوبية للبحر الميت وتعتبر هذه الشركة رافداً رئيسياً وأساسياً للاقتصاد الأردني وتوفر آلاف فرص العمل وتصدر منتجاتها الحيوية ومخصباتها الزراعية لأكثر من أربعين دولة في قارات آسيا وأوروبا وأفريقيا لدعم الأمن الغذائي العالمي. هل تود الانتقال جنوباً للتعرف على أهمية وشريان الاقتصاد الأردني المتمثل في ميناء العقبة الاستراتيجي؟ 🚢
